utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 5596, 423, 7965, 3, 5]","[2, 5482, 5724, 5533, 317, 6516, 3, 5736, 408, 3270, 5461, 2087, 2934, 3, 5459, 5855, 6968, 7270, 2604, 3040, 5655, 6001, 1330, 3058, 5659, 5748, 2950, 3, 1792, 119, 2604, 3040, 7163, 119, 3, 5]","[2, 6, 1792, 3, 204, 3119, 3057, 3058, 3118, 3120, 3118, 3119, 3, 1831, 3328, 5841, 2972, 3120, 3505, 3173, 3, 1831, 7691, 3481, 7500, 3049, 3120, 3, 186, 2946, 3329, 3052, 2972, 213, 4758, 7098, 3806, 3119, 213, 982, 2958, 3, 7768, 3207, 3057, 3058, 3120, 4766, 3, 5483, 7089, 2967, 145, 2974, 5672, 2999, 3013, 2963, 3, 408, 3140, 2970, 5561, 5537, 5561, 5502, 2931, 134, 3, 5]","[2, 1852, 123, 123, 123, 123, 3, 581, 5482, 7782, 5694, 5716, 134, 3, 5483, 7160, 2923, 2791, 2937, 3, 5]","[2, 6066, 123, 123, 123, 3, 5]",없지... [SEP] 
"[2, 5482, 5724, 5533, 317, 6516, 3, 5736, 408, 3270, 5461, 2087, 2934, 3, 5459, 5855, 6968, 7270, 2604, 3040, 5655, 6001, 1330, 3058, 5659, 5748, 2950, 3, 1792, 119, 2604, 3040, 7163, 119, 3, 5]","[2, 6, 1792, 3, 204, 3119, 3057, 3058, 3118, 3120, 3118, 3119, 3, 1831, 3328, 5841, 2972, 3120, 3505, 3173, 3, 1831, 7691, 3481, 7500, 3049, 3120, 3, 186, 2946, 3329, 3052, 2972, 213, 4758, 7098, 3806, 3119, 213, 982, 2958, 3, 7768, 3207, 3057, 3058, 3120, 4766, 3, 5483, 7089, 2967, 145, 2974, 5672, 2999, 3013, 2963, 3, 408, 3140, 2970, 5561, 5537, 5561, 5502, 2931, 134, 3, 5]","[2, 1852, 123, 123, 123, 123, 3, 581, 5482, 7782, 5694, 5716, 134, 3, 5483, 7160, 2923, 2791, 2937, 3, 5]","[2, 6066, 123, 123, 123, 3, 5]","[2, 1707, 3077, 6860, 3, 2853, 2983, 555, 3610, 2967, 1775, 2963, 723, 3241, 7854, 3, 5]",싹다 있는거 [SEP] 활동 내역에 쓸거 다ㅣㅆ어 [SEP] 
"[2, 6, 1792, 3, 204, 3119, 3057, 3058, 3118, 3120, 3118, 3119, 3, 1831, 3328, 5841, 2972, 3120, 3505, 3173, 3, 1831, 7691, 3481, 7500, 3049, 3120, 3, 186, 2946, 3329, 3052, 2972, 213, 4758, 7098, 3806, 3119, 213, 982, 2958, 3, 7768, 3207, 3057, 3058, 3120, 4766, 3, 5483, 7089, 2967, 145, 2974, 5672, 2999, 3013, 2963, 3, 408, 3140, 2970, 5561, 5537, 5561, 5502, 2931, 134, 3, 5]","[2, 1852, 123, 123, 123, 123, 3, 581, 5482, 7782, 5694, 5716, 134, 3, 5483, 7160, 2923, 2791, 2937, 3, 5]","[2, 6066, 123, 123, 123, 3, 5]","[2, 1707, 3077, 6860, 3, 2853, 2983, 555, 3610, 2967, 1775, 2963, 723, 3241, 7854, 3, 5]","[2, 5906, 408, 3140, 2999, 3, 7661, 3247, 5830, 723, 1734, 2925, 3, 5]",프로젝트 기간만 [SEP] 나머진 거의 다 썼어 [SEP] 
"[2, 1852, 123, 123, 123, 123, 3, 581, 5482, 7782, 5694, 5716, 134, 3, 5483, 7160, 2923, 2791, 2937, 3, 5]","[2, 6066, 123, 123, 123, 3, 5]","[2, 1707, 3077, 6860, 3, 2853, 2983, 555, 3610, 2967, 1775, 2963, 723, 3241, 7854, 3, 5]","[2, 5906, 408, 3140, 2999, 3, 7661, 3247, 5830, 723, 1734, 2925, 3, 5]","[2, 5799, 3134, 123, 123, 123, 1216, 3606, 3, 5]",안보임...메옹 [SEP] 
"[2, 6066, 123, 123, 123, 3, 5]","[2, 1707, 3077, 6860, 3, 2853, 2983, 555, 3610, 2967, 1775, 2963, 723, 3241, 7854, 3, 5]","[2, 5906, 408, 3140, 2999, 3, 7661, 3247, 5830, 723, 1734, 2925, 3, 5]","[2, 5799, 3134, 123, 123, 123, 1216, 3606, 3, 5]","[2, 1873, 7299, 4698, 3173, 3158, 3119, 2936, 123, 123, 123, 3, 5]",에우어엋ㅇ느;ㅁ라... [SEP] 
"[2, 1707, 3077, 6860, 3, 2853, 2983, 555, 3610, 2967, 1775, 2963, 723, 3241, 7854, 3, 5]","[2, 5906, 408, 3140, 2999, 3, 7661, 3247, 5830, 723, 1734, 2925, 3, 5]","[2, 5799, 3134, 123, 123, 123, 1216, 3606, 3, 5]","[2, 1873, 7299, 4698, 3173, 3158, 3119, 2936, 123, 123, 123, 3, 5]","[2, 7682, 123, 123, 123, 123, 6926, 3017, 5809, 6354, 2960, 6567, 1316, 5757, 5973, 5606, 3058, 123, 123, 123, 123, 3, 555, 221, 3229, 2967, 1438, 6027, 484, 3906, 3077, 123, 3, 5]",허허....도와주지도 못하고 감사 받기가 미안하다ㅓ.... [SEP] 내 가슴에 비수가 꽃힌다. [SEP] 
"[2, 5906, 408, 3140, 2999, 3, 7661, 3247, 5830, 723, 1734, 2925, 3, 5]","[2, 5799, 3134, 123, 123, 123, 1216, 3606, 3, 5]","[2, 1873, 7299, 4698, 3173, 3158, 3119, 2936, 123, 123, 123, 3, 5]","[2, 7682, 123, 123, 123, 123, 6926, 3017, 5809, 6354, 2960, 6567, 1316, 5757, 5973, 5606, 3058, 123, 123, 123, 123, 3, 555, 221, 3229, 2967, 1438, 6027, 484, 3906, 3077, 123, 3, 5]","[2, 5615, 5447, 3, 5]",아니야ㅋㅋ [SEP] 
"[2, 5799, 3134, 123, 123, 123, 1216, 3606, 3, 5]","[2, 1873, 7299, 4698, 3173, 3158, 3119, 2936, 123, 123, 123, 3, 5]","[2, 7682, 123, 123, 123, 123, 6926, 3017, 5809, 6354, 2960, 6567, 1316, 5757, 5973, 5606, 3058, 123, 123, 123, 123, 3, 555, 221, 3229, 2967, 1438, 6027, 484, 3906, 3077, 123, 3, 5]","[2, 5615, 5447, 3, 5]","[2, 2764, 2992, 123, 123, 123, 123, 3, 6213, 2769, 3101, 3, 5451, 6780, 7375, 2987, 5623, 2932, 5447, 3, 5]",하하.... [SEP] 노력 할겡 [SEP] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ받아주는게 힘들짘ㅋㅋ [SEP] 
"[2, 1873, 7299, 4698, 3173, 3158, 3119, 2936, 123, 123, 123, 3, 5]","[2, 7682, 123, 123, 123, 123, 6926, 3017, 5809, 6354, 2960, 6567, 1316, 5757, 5973, 5606, 3058, 123, 123, 123, 123, 3, 555, 221, 3229, 2967, 1438, 6027, 484, 3906, 3077, 123, 3, 5]","[2, 5615, 5447, 3, 5]","[2, 2764, 2992, 123, 123, 123, 123, 3, 6213, 2769, 3101, 3, 5451, 6780, 7375, 2987, 5623, 2932, 5447, 3, 5]","[2, 6095, 7375, 2963, 134, 3, 1269, 6095, 3002, 134, 3, 5]",받아주는거? [SEP] 뭘 받아줘? [SEP] 
"[2, 7682, 123, 123, 123, 123, 6926, 3017, 5809, 6354, 2960, 6567, 1316, 5757, 5973, 5606, 3058, 123, 123, 123, 123, 3, 555, 221, 3229, 2967, 1438, 6027, 484, 3906, 3077, 123, 3, 5]","[2, 5615, 5447, 3, 5]","[2, 2764, 2992, 123, 123, 123, 123, 3, 6213, 2769, 3101, 3, 5451, 6780, 7375, 2987, 5623, 2932, 5447, 3, 5]","[2, 6095, 7375, 2963, 134, 3, 1269, 6095, 3002, 134, 3, 5]","[2, 1165, 861, 3403, 2440, 2947, 3117, 2963, 5448, 3, 6193, 7099, 871, 3403, 3455, 3, 5]",막 드립 치는ㄴ겈ㅋㅋㅋ [SEP] 재미없는 듯립쓰 [SEP] 
"[2, 5615, 5447, 3, 5]","[2, 2764, 2992, 123, 123, 123, 123, 3, 6213, 2769, 3101, 3, 5451, 6780, 7375, 2987, 5623, 2932, 5447, 3, 5]","[2, 6095, 7375, 2963, 134, 3, 1269, 6095, 3002, 134, 3, 5]","[2, 1165, 861, 3403, 2440, 2947, 3117, 2963, 5448, 3, 6193, 7099, 871, 3403, 3455, 3, 5]","[2, 5567, 2947, 5518, 2781, 3143, 5545, 5481, 3, 2047, 6112, 2966, 3035, 2966, 2925, 2966, 2925, 3068, 2966, 2925, 3, 241, 3711, 3288, 3052, 3806, 5841, 3119, 3, 5]",그런거는 많이 해봤잖아ㅎㅎ [SEP] 응으으으으엉으어으어ㅡ으어 [SEP] 개멀저ㅜㅍㄴㅇㅁ [SEP] 
"[2, 2764, 2992, 123, 123, 123, 123, 3, 6213, 2769, 3101, 3, 5451, 6780, 7375, 2987, 5623, 2932, 5447, 3, 5]","[2, 6095, 7375, 2963, 134, 3, 1269, 6095, 3002, 134, 3, 5]","[2, 1165, 861, 3403, 2440, 2947, 3117, 2963, 5448, 3, 6193, 7099, 871, 3403, 3455, 3, 5]","[2, 5567, 2947, 5518, 2781, 3143, 5545, 5481, 3, 2047, 6112, 2966, 3035, 2966, 2925, 2966, 2925, 3068, 2966, 2925, 3, 241, 3711, 3288, 3052, 3806, 5841, 3119, 3, 5]","[2, 1295, 3556, 123, 123, 123, 123, 123, 217, 3, 5]",미융.....ㅠ [SEP] 
"[2, 6095, 7375, 2963, 134, 3, 1269, 6095, 3002, 134, 3, 5]","[2, 1165, 861, 3403, 2440, 2947, 3117, 2963, 5448, 3, 6193, 7099, 871, 3403, 3455, 3, 5]","[2, 5567, 2947, 5518, 2781, 3143, 5545, 5481, 3, 2047, 6112, 2966, 3035, 2966, 2925, 2966, 2925, 3068, 2966, 2925, 3, 241, 3711, 3288, 3052, 3806, 5841, 3119, 3, 5]","[2, 1295, 3556, 123, 123, 123, 123, 123, 217, 3, 5]","[2, 2476, 2994, 3624, 201, 3191, 7854, 3, 5]",컬러북 ㅐㅎㅆ어 [SEP] 
"[2, 1165, 861, 3403, 2440, 2947, 3117, 2963, 5448, 3, 6193, 7099, 871, 3403, 3455, 3, 5]","[2, 5567, 2947, 5518, 2781, 3143, 5545, 5481, 3, 2047, 6112, 2966, 3035, 2966, 2925, 2966, 2925, 3068, 2966, 2925, 3, 241, 3711, 3288, 3052, 3806, 5841, 3119, 3, 5]","[2, 1295, 3556, 123, 123, 123, 123, 123, 217, 3, 5]","[2, 2476, 2994, 3624, 201, 3191, 7854, 3, 5]","[2, 5470, 6302, 4017, 2193, 3, 5]",지금 조지뉸 중 [SEP] 
"[2, 5567, 2947, 5518, 2781, 3143, 5545, 5481, 3, 2047, 6112, 2966, 3035, 2966, 2925, 2966, 2925, 3068, 2966, 2925, 3, 241, 3711, 3288, 3052, 3806, 5841, 3119, 3, 5]","[2, 1295, 3556, 123, 123, 123, 123, 123, 217, 3, 5]","[2, 2476, 2994, 3624, 201, 3191, 7854, 3, 5]","[2, 5470, 6302, 4017, 2193, 3, 5]","[2, 5458, 5935, 3047, 5662, 3, 5]",내가 조져질거같아 [SEP] 
"[2, 1295, 3556, 123, 123, 123, 123, 123, 217, 3, 5]","[2, 2476, 2994, 3624, 201, 3191, 7854, 3, 5]","[2, 5470, 6302, 4017, 2193, 3, 5]","[2, 5458, 5935, 3047, 5662, 3, 5]","[2, 539, 5558, 2157, 6250, 5565, 3, 5]",난 이미 조졌어어어 [SEP] 
"[2, 2476, 2994, 3624, 201, 3191, 7854, 3, 5]","[2, 5470, 6302, 4017, 2193, 3, 5]","[2, 5458, 5935, 3047, 5662, 3, 5]","[2, 539, 5558, 2157, 6250, 5565, 3, 5]","[2, 186, 2975, 5494, 5452, 3, 5]",ㅁ치겠다 진짜 [SEP] 
"[2, 5470, 6302, 4017, 2193, 3, 5]","[2, 5458, 5935, 3047, 5662, 3, 5]","[2, 539, 5558, 2157, 6250, 5565, 3, 5]","[2, 186, 2975, 5494, 5452, 3, 5]","[2, 1792, 5472, 5906, 5533, 544, 5905, 3, 5]",아 이제 프로젝트 하나 남았다 [SEP] 
"[2, 5458, 5935, 3047, 5662, 3, 5]","[2, 539, 5558, 2157, 6250, 5565, 3, 5]","[2, 186, 2975, 5494, 5452, 3, 5]","[2, 1792, 5472, 5906, 5533, 544, 5905, 3, 5]","[2, 7016, 743, 2956, 2975, 3, 5]",아무말 대잔치 [SEP] 
"[2, 539, 5558, 2157, 6250, 5565, 3, 5]","[2, 186, 2975, 5494, 5452, 3, 5]","[2, 1792, 5472, 5906, 5533, 544, 5905, 3, 5]","[2, 7016, 743, 2956, 2975, 3, 5]","[2, 555, 2635, 3097, 3232, 5952, 3, 5788, 6947, 3007, 5469, 3, 5450, 7403, 5525, 3, 5500, 265, 4495, 2963, 7037, 2950, 3, 6746, 5488, 5448, 3, 5]",내 특기긴 한데 [SEP] 그러면 기업체에서 [SEP] 아니 이새끼 뭐야 [SEP] 하고 거륽거 같아서 [SEP] 안할라곸ㅋㅋㅋ [SEP] 
"[2, 186, 2975, 5494, 5452, 3, 5]","[2, 1792, 5472, 5906, 5533, 544, 5905, 3, 5]","[2, 7016, 743, 2956, 2975, 3, 5]","[2, 555, 2635, 3097, 3232, 5952, 3, 5788, 6947, 3007, 5469, 3, 5450, 7403, 5525, 3, 5500, 265, 4495, 2963, 7037, 2950, 3, 6746, 5488, 5448, 3, 5]","[2, 7185, 5448, 3, 7016, 743, 2956, 2975, 2921, 3, 5783, 5700, 2989, 3201, 119, 119, 119, 3, 5]",미쳤네ㅋㅋㅋ [SEP] 아무말 대잔치가 [SEP] 얼마나 좋은건뎅!!! [SEP] 
"[2, 1792, 5472, 5906, 5533, 544, 5905, 3, 5]","[2, 7016, 743, 2956, 2975, 3, 5]","[2, 555, 2635, 3097, 3232, 5952, 3, 5788, 6947, 3007, 5469, 3, 5450, 7403, 5525, 3, 5500, 265, 4495, 2963, 7037, 2950, 3, 6746, 5488, 5448, 3, 5]","[2, 7185, 5448, 3, 7016, 743, 2956, 2975, 2921, 3, 5783, 5700, 2989, 3201, 119, 119, 119, 3, 5]","[2, 5490, 3232, 3294, 5448, 3, 2764, 2970, 2741, 3718, 2985, 3, 5]",그러긴혀ㅋㅋㅋㅋㅋㅋ [SEP] 하이 프랜드 [SEP] 
"[2, 7016, 743, 2956, 2975, 3, 5]","[2, 555, 2635, 3097, 3232, 5952, 3, 5788, 6947, 3007, 5469, 3, 5450, 7403, 5525, 3, 5500, 265, 4495, 2963, 7037, 2950, 3, 6746, 5488, 5448, 3, 5]","[2, 7185, 5448, 3, 7016, 743, 2956, 2975, 2921, 3, 5783, 5700, 2989, 3201, 119, 119, 119, 3, 5]","[2, 5490, 3232, 3294, 5448, 3, 2764, 2970, 2741, 3718, 2985, 3, 5]","[2, 6271, 6814, 832, 1346, 1525, 2947, 1008, 3357, 139, 798, 3377, 3128, 3282, 140, 7677, 3419, 5962, 2970, 6002, 7345, 119, 7310, 5469, 7632, 7027, 2957, 169, 3, 5]",친구가 보낸 두 번 사는 랭커 [독점연재] 이용권 (선물)이 도착했어요! 카카오페이지에서 함께 즐겨요~  [SEP] 
"[2, 555, 2635, 3097, 3232, 5952, 3, 5788, 6947, 3007, 5469, 3, 5450, 7403, 5525, 3, 5500, 265, 4495, 2963, 7037, 2950, 3, 6746, 5488, 5448, 3, 5]","[2, 7185, 5448, 3, 7016, 743, 2956, 2975, 2921, 3, 5783, 5700, 2989, 3201, 119, 119, 119, 3, 5]","[2, 5490, 3232, 3294, 5448, 3, 2764, 2970, 2741, 3718, 2985, 3, 5]","[2, 6271, 6814, 832, 1346, 1525, 2947, 1008, 3357, 139, 798, 3377, 3128, 3282, 140, 7677, 3419, 5962, 2970, 6002, 7345, 119, 7310, 5469, 7632, 7027, 2957, 169, 3, 5]","[2, 134, 134, 134, 5566, 2931, 134, 3, 5]",???어디야? [SEP] 
"[2, 7185, 5448, 3, 7016, 743, 2956, 2975, 2921, 3, 5783, 5700, 2989, 3201, 119, 119, 119, 3, 5]","[2, 5490, 3232, 3294, 5448, 3, 2764, 2970, 2741, 3718, 2985, 3, 5]","[2, 6271, 6814, 832, 1346, 1525, 2947, 1008, 3357, 139, 798, 3377, 3128, 3282, 140, 7677, 3419, 5962, 2970, 6002, 7345, 119, 7310, 5469, 7632, 7027, 2957, 169, 3, 5]","[2, 134, 134, 134, 5566, 2931, 134, 3, 5]","[2, 221, 5552, 5821, 7019, 5529, 123, 123, 123, 3, 5]",가려고 버스 기다리는중... [SEP] 
"[2, 5490, 3232, 3294, 5448, 3, 2764, 2970, 2741, 3718, 2985, 3, 5]","[2, 6271, 6814, 832, 1346, 1525, 2947, 1008, 3357, 139, 798, 3377, 3128, 3282, 140, 7677, 3419, 5962, 2970, 6002, 7345, 119, 7310, 5469, 7632, 7027, 2957, 169, 3, 5]","[2, 134, 134, 134, 5566, 2931, 134, 3, 5]","[2, 221, 5552, 5821, 7019, 5529, 123, 123, 123, 3, 5]","[2, 5566, 6964, 119, 119, 134, 134, 119, 119, 3, 5]",어디갔어!!??!! [SEP] 
"[2, 6271, 6814, 832, 1346, 1525, 2947, 1008, 3357, 139, 798, 3377, 3128, 3282, 140, 7677, 3419, 5962, 2970, 6002, 7345, 119, 7310, 5469, 7632, 7027, 2957, 169, 3, 5]","[2, 134, 134, 134, 5566, 2931, 134, 3, 5]","[2, 221, 5552, 5821, 7019, 5529, 123, 123, 123, 3, 5]","[2, 5566, 6964, 119, 119, 134, 134, 119, 119, 3, 5]","[2, 6450, 6964, 2957, 123, 123, 123, 3, 5472, 6165, 5552, 3, 5]",교회갔어요... [SEP] 이제 들가려고 [SEP] 
"[2, 134, 134, 134, 5566, 2931, 134, 3, 5]","[2, 221, 5552, 5821, 7019, 5529, 123, 123, 123, 3, 5]","[2, 5566, 6964, 119, 119, 134, 134, 119, 119, 3, 5]","[2, 6450, 6964, 2957, 123, 123, 123, 3, 5472, 6165, 5552, 3, 5]","[2, 1792, 2992, 123, 123, 123, 123, 134, 3, 5]",아하....? [SEP] 
"[2, 221, 5552, 5821, 7019, 5529, 123, 123, 123, 3, 5]","[2, 5566, 6964, 119, 119, 134, 134, 119, 119, 3, 5]","[2, 6450, 6964, 2957, 123, 123, 123, 3, 5472, 6165, 5552, 3, 5]","[2, 1792, 2992, 123, 123, 123, 123, 134, 3, 5]","[2, 5821, 7056, 639, 7844, 3, 1687, 3192, 3097, 3077, 7540, 3, 5]",버스 2개 놓쳤어 [SEP] 신호기다리는데 [SEP] 
"[2, 5566, 6964, 119, 119, 134, 134, 119, 119, 3, 5]","[2, 6450, 6964, 2957, 123, 123, 123, 3, 5472, 6165, 5552, 3, 5]","[2, 1792, 2992, 123, 123, 123, 123, 134, 3, 5]","[2, 5821, 7056, 639, 7844, 3, 1687, 3192, 3097, 3077, 7540, 3, 5]","[2, 204, 3035, 5448, 3, 5]",ㅓ엉ㅋㅋㅋ [SEP] 
"[2, 6450, 6964, 2957, 123, 123, 123, 3, 5472, 6165, 5552, 3, 5]","[2, 1792, 2992, 123, 123, 123, 123, 134, 3, 5]","[2, 5821, 7056, 639, 7844, 3, 1687, 3192, 3097, 3077, 7540, 3, 5]","[2, 204, 3035, 5448, 3, 5]","[2, 1314, 3079, 3465, 5469, 5821, 7056, 7371, 3261, 5448, 3, 5]",반대편에서 버스 2개 지나감ㅋㅋㅋ [SEP] 
"[2, 1792, 2992, 123, 123, 123, 123, 134, 3, 5]","[2, 5821, 7056, 639, 7844, 3, 1687, 3192, 3097, 3077, 7540, 3, 5]","[2, 204, 3035, 5448, 3, 5]","[2, 1314, 3079, 3465, 5469, 5821, 7056, 7371, 3261, 5448, 3, 5]","[2, 5539, 5917, 2970, 144, 3398, 6732, 3653, 155, 7866, 6304, 3568, 145, 7502, 7497, 3134, 3, 5]",그건 당신이 black mallang cow인거임 [SEP] 
"[2, 5821, 7056, 639, 7844, 3, 1687, 3192, 3097, 3077, 7540, 3, 5]","[2, 204, 3035, 5448, 3, 5]","[2, 1314, 3079, 3465, 5469, 5821, 7056, 7371, 3261, 5448, 3, 5]","[2, 5539, 5917, 2970, 144, 3398, 6732, 3653, 155, 7866, 6304, 3568, 145, 7502, 7497, 3134, 3, 5]","[2, 7367, 6831, 6351, 3, 7001, 3067, 6130, 5452, 3, 5]",으어우우어어ㅓ [SEP] 말도안된다 진짜 [SEP] 
"[2, 204, 3035, 5448, 3, 5]","[2, 1314, 3079, 3465, 5469, 5821, 7056, 7371, 3261, 5448, 3, 5]","[2, 5539, 5917, 2970, 144, 3398, 6732, 3653, 155, 7866, 6304, 3568, 145, 7502, 7497, 3134, 3, 5]","[2, 7367, 6831, 6351, 3, 7001, 3067, 6130, 5452, 3, 5]","[2, 5451, 3216, 5597, 1931, 3, 5927, 5907, 5916, 1917, 5587, 2925, 134, 3, 7929, 5812, 3323, 3, 5]",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ조심히 와 [SEP] 11교시에는 올수있어? [SEP] 다행이네 이따봐 [SEP] 
"[2, 1314, 3079, 3465, 5469, 5821, 7056, 7371, 3261, 5448, 3, 5]","[2, 5539, 5917, 2970, 144, 3398, 6732, 3653, 155, 7866, 6304, 3568, 145, 7502, 7497, 3134, 3, 5]","[2, 7367, 6831, 6351, 3, 7001, 3067, 6130, 5452, 3, 5]","[2, 5451, 3216, 5597, 1931, 3, 5927, 5907, 5916, 1917, 5587, 2925, 134, 3, 7929, 5812, 3323, 3, 5]","[2, 6257, 5592, 6837, 7758, 6002, 6332, 119, 3, 6271, 6814, 1164, 3361, 2942, 1525, 3141, 139, 798, 3377, 3128, 3282, 140, 7677, 3419, 5962, 2970, 6002, 7345, 119, 7310, 5469, 7632, 7027, 2957, 169, 3, 6, 1792, 3, 5838, 5716, 134, 3, 5458, 7679, 2967, 6782, 7758, 5532, 3311, 5859, 3, 5825, 1535, 3479, 5826, 555, 2245, 3171, 723, 1231, 2934, 3226, 5480, 3, 388, 2995, 3171, 5483, 1326, 6667, 5449, 7231, 2162, 235, 3077, 3226, 3141, 5611, 134, 3, 6403, 7761, 5956, 1525, 6172, 3, 5631, 6, 2059, 5515, 1399, 3745, 6592, 5710, 6, 2059, 3005, 5847, 1915, 3079, 2950, 3, 1399, 3745, 5571, 2999, 5919, 3, 5452, 5973, 3082, 3, 5]",30분이나 40분쯤에 도착할듯! [SEP] 친구가 보낸 마탄의 사수 [독점연재] 이용권 (선물)이 도착했어요! 카카오페이지에서 함께 즐겨요~  [SEP] 우진아 [SEP] 살아있어? [SEP] 내가 일요일에 10시쯤에 들어갈거같은데 [SEP] 그때 상민이가 내 짐들 다 모아줄거야 [SEP] 그것들 우리 방 바꾸는데에다가 좀 갖다줄수 있어? [SEP] 다음에 맛있는거라도 사줄게 [SEP] 원래 의현이한테 부탁하려고 했는데 의현이도 늦게 온대서 [SEP] 부탁 한번만 할게 [SEP] 진짜 미안해 [SEP] 
"[2, 5539, 5917, 2970, 144, 3398, 6732, 3653, 155, 7866, 6304, 3568, 145, 7502, 7497, 3134, 3, 5]","[2, 7367, 6831, 6351, 3, 7001, 3067, 6130, 5452, 3, 5]","[2, 5451, 3216, 5597, 1931, 3, 5927, 5907, 5916, 1917, 5587, 2925, 134, 3, 7929, 5812, 3323, 3, 5]","[2, 6257, 5592, 6837, 7758, 6002, 6332, 119, 3, 6271, 6814, 1164, 3361, 2942, 1525, 3141, 139, 798, 3377, 3128, 3282, 140, 7677, 3419, 5962, 2970, 6002, 7345, 119, 7310, 5469, 7632, 7027, 2957, 169, 3, 6, 1792, 3, 5838, 5716, 134, 3, 5458, 7679, 2967, 6782, 7758, 5532, 3311, 5859, 3, 5825, 1535, 3479, 5826, 555, 2245, 3171, 723, 1231, 2934, 3226, 5480, 3, 388, 2995, 3171, 5483, 1326, 6667, 5449, 7231, 2162, 235, 3077, 3226, 3141, 5611, 134, 3, 6403, 7761, 5956, 1525, 6172, 3, 5631, 6, 2059, 5515, 1399, 3745, 6592, 5710, 6, 2059, 3005, 5847, 1915, 3079, 2950, 3, 1399, 3745, 5571, 2999, 5919, 3, 5452, 5973, 3082, 3, 5]","[2, 6955, 3199, 5532, 3165, 3111, 3, 5]",조심히 들어와랑 [SEP] 
"[2, 7367, 6831, 6351, 3, 7001, 3067, 6130, 5452, 3, 5]","[2, 5451, 3216, 5597, 1931, 3, 5927, 5907, 5916, 1917, 5587, 2925, 134, 3, 7929, 5812, 3323, 3, 5]","[2, 6257, 5592, 6837, 7758, 6002, 6332, 119, 3, 6271, 6814, 1164, 3361, 2942, 1525, 3141, 139, 798, 3377, 3128, 3282, 140, 7677, 3419, 5962, 2970, 6002, 7345, 119, 7310, 5469, 7632, 7027, 2957, 169, 3, 6, 1792, 3, 5838, 5716, 134, 3, 5458, 7679, 2967, 6782, 7758, 5532, 3311, 5859, 3, 5825, 1535, 3479, 5826, 555, 2245, 3171, 723, 1231, 2934, 3226, 5480, 3, 388, 2995, 3171, 5483, 1326, 6667, 5449, 7231, 2162, 235, 3077, 3226, 3141, 5611, 134, 3, 6403, 7761, 5956, 1525, 6172, 3, 5631, 6, 2059, 5515, 1399, 3745, 6592, 5710, 6, 2059, 3005, 5847, 1915, 3079, 2950, 3, 1399, 3745, 5571, 2999, 5919, 3, 5452, 5973, 3082, 3, 5]","[2, 6955, 3199, 5532, 3165, 3111, 3, 5]","[2, 6322, 3077, 5921, 3, 6403, 1951, 3238, 2923, 730, 3205, 2975, 1525, 3226, 3101, 3, 6567, 3388, 2935, 3922, 3, 1970, 3606, 6040, 3237, 3, 1621, 3132, 7968, 2078, 3135, 2963, 2552, 5453, 3, 1267, 3663, 6260, 5540, 7595, 3, 5]",고맙다ㅠㅠㅠ [SEP] 다음에 외출때 닭꼬치 사줄겡 [SEP] 감사합니댜 [SEP] 우옹아아아ㅏ앙 [SEP] 수용일에 자전거 타는거 [SEP] 뭐뭐 준비해야되지 [SEP] 
"[2, 5451, 3216, 5597, 1931, 3, 5927, 5907, 5916, 1917, 5587, 2925, 134, 3, 7929, 5812, 3323, 3, 5]","[2, 6257, 5592, 6837, 7758, 6002, 6332, 119, 3, 6271, 6814, 1164, 3361, 2942, 1525, 3141, 139, 798, 3377, 3128, 3282, 140, 7677, 3419, 5962, 2970, 6002, 7345, 119, 7310, 5469, 7632, 7027, 2957, 169, 3, 6, 1792, 3, 5838, 5716, 134, 3, 5458, 7679, 2967, 6782, 7758, 5532, 3311, 5859, 3, 5825, 1535, 3479, 5826, 555, 2245, 3171, 723, 1231, 2934, 3226, 5480, 3, 388, 2995, 3171, 5483, 1326, 6667, 5449, 7231, 2162, 235, 3077, 3226, 3141, 5611, 134, 3, 6403, 7761, 5956, 1525, 6172, 3, 5631, 6, 2059, 5515, 1399, 3745, 6592, 5710, 6, 2059, 3005, 5847, 1915, 3079, 2950, 3, 1399, 3745, 5571, 2999, 5919, 3, 5452, 5973, 3082, 3, 5]","[2, 6955, 3199, 5532, 3165, 3111, 3, 5]","[2, 6322, 3077, 5921, 3, 6403, 1951, 3238, 2923, 730, 3205, 2975, 1525, 3226, 3101, 3, 6567, 3388, 2935, 3922, 3, 1970, 3606, 6040, 3237, 3, 1621, 3132, 7968, 2078, 3135, 2963, 2552, 5453, 3, 1267, 3663, 6260, 5540, 7595, 3, 5]","[2, 5483, 7363, 6061, 3252, 3068, 3057, 1621, 2989, 3, 1140, 2359, 6799, 3, 5736, 2967, 6857, 2950, 3, 5]",우리 샤워할때ㅛㅡㄹ 수건 [SEP] 를 챙겨서 [SEP] 거기에 맞춰서 [SEP] 
